# <s> 	 error of <s> 	 H 	 count
8.57343	8.99797	0	11440
2.93846	2.5141	0.91	11440
# <s> 	 error of <s> 	 H 	 count
2.93846	2.5141	0.92	11440
# <s> 	 error of <s> 	 H 	 count
2.93846	2.5141	0.93	11440
# <s> 	 error of <s> 	 H 	 count
2.93846	2.5141	0.94	11440
# <s> 	 error of <s> 	 H 	 count
2.93846	2.5141	0.95	11440
# <s> 	 error of <s> 	 H 	 count
2.93846	2.5141	0.96	11440
# <s> 	 error of <s> 	 H 	 count
2.93846	2.5141	0.97	11440
# <s> 	 error of <s> 	 H 	 count
2.93846	2.5141	0.98	11440
# <s> 	 error of <s> 	 H 	 count
2.93846	2.5141	0.99	11440
# <s> 	 error of <s> 	 H 	 count
4.80559	4.56438	1	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.01	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.02	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.03	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.04	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.05	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.06	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.07	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.08	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.09	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.1	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.11	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.12	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.13	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.14	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.15	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.16	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.17	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.18	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.19	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.2	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.21	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.22	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.23	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.24	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.25	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.26	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.27	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.28	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.29	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.3	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.31	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.32	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.33	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.34	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.35	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.36	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.37	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.38	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.39	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.4	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.41	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.42	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.43	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.44	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.45	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.46	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.47	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.48	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.49	11440
# <s> 	 error of <s> 	 H 	 count
2.08951	1.63111	1.5	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.51	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.52	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.53	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.54	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.55	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.56	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.57	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.58	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.59	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.6	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.61	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.62	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.63	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.64	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.65	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.66	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.67	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.68	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.69	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.7	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.71	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.72	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.73	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.74	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.75	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.76	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.77	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.78	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.79	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.8	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.81	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.82	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.83	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.84	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.85	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.86	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.87	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.88	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.89	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.9	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.91	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.92	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.93	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.94	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.95	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.96	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.97	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.98	11440
# <s> 	 error of <s> 	 H 	 count
2.07552	1.6361	1.99	11440
# <s> 	 error of <s> 	 H 	 count
4.3986	4.28616	2	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.01	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.02	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.03	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.04	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.05	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.06	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.07	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.08	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.09	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.1	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.11	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.12	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.13	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.14	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.15	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.16	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.17	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.18	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.19	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.2	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.21	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.22	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.23	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.24	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.25	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.26	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.27	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.28	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.29	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.3	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.31	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.32	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.33	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.34	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.35	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.36	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.37	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.38	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.39	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.4	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.41	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.42	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.43	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.44	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.45	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.46	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.47	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.48	11440
# <s> 	 error of <s> 	 H 	 count
1.83077	1.31081	2.49	11440
# <s> 	 error of <s> 	 H 	 count
1.85734	1.3113	2.5	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.51	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.52	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.53	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.54	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.55	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.56	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.57	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.58	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.59	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.6	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.61	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.62	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.63	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.64	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.65	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.66	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.67	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.68	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.69	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.7	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.71	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.72	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.73	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.74	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.75	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.76	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.77	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.78	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.79	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.8	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.81	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.82	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.83	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.84	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.85	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.86	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.87	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.88	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.89	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.9	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.91	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.92	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.93	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.94	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.95	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.96	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.97	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.98	11440
# <s> 	 error of <s> 	 H 	 count
1.83217	1.31045	2.99	11440
# <s> 	 error of <s> 	 H 	 count
4.42657	4.18136	3	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.01	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.02	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.03	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.04	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.05	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.06	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.07	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.08	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.09	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.1	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.11	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.12	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.13	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.14	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.15	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.16	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.17	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.18	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.19	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.2	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.21	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.22	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.23	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.24	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.25	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.26	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.27	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.28	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.29	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.3	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.31	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.32	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.33	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.34	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.35	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.36	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.37	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.38	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.39	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.4	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.41	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.42	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.43	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.44	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.45	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.46	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.47	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.48	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.49	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.5	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.51	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.52	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.53	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.54	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.55	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.56	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.57	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.58	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.59	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.6	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.61	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.62	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.63	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.64	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.65	11440
# <s> 	 error of <s> 	 H 	 count
1.58182	0.889695	3.66	11440
# <s> 	 error of <s> 	 H 	 count
