# <s> 	 error of <s> 	 H 	 count
14.1143	20.5131	0	560
1.6	0.834951	3.79	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.8	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.81	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.82	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.83	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.84	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.85	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.86	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.87	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.88	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.89	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.9	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.91	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.92	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.93	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.94	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.95	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.96	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.97	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.98	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.99	560
# <s> 	 error of <s> 	 H 	 count
5.42857	7.65426	4	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.01	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.02	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.03	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.04	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.05	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.06	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.07	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.08	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.09	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.1	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.11	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.12	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.13	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.14	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.15	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.16	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.17	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.18	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.19	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.2	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.21	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.22	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.23	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.24	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.25	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.26	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.27	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.28	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.29	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.3	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.31	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.32	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.33	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.34	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.35	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.36	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.37	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.38	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.39	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.4	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.41	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.42	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.43	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.44	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.45	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.46	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.47	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.48	560
# <s> 	 error of <s> 	 H 	 count
1.94286	1.52957	4.49	560
# <s> 	 error of <s> 	 H 	 count
2.17143	1.59438	4.5	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.51	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.52	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.53	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.54	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.55	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.56	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.57	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.58	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.59	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.6	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.61	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.62	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.63	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.64	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.65	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.66	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.67	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.68	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.69	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.7	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.71	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.72	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.73	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.74	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.75	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.76	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.77	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.78	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.79	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.8	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.81	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.82	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.83	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.84	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.85	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.86	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.87	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.88	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.89	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.9	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.91	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.92	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.93	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.94	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.95	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.96	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.97	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.98	560
# <s> 	 error of <s> 	 H 	 count
2	1.54919	4.99	560
# <s> 	 error of <s> 	 H 	 count
4.74286	2.91148	5	560
