# <s> 	 error of <s> 	 H 	 count
14.1143	20.5131	0	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.31	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.32	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.33	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.34	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.35	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.36	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.37	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.38	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.39	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.4	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.41	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.42	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.43	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.44	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.45	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.46	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.47	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.48	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.49	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.5	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.51	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.52	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.53	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.54	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.55	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.56	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.57	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.58	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.59	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.6	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.61	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.62	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.63	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.64	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.65	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.66	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.67	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.68	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.69	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.7	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.71	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.72	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.73	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.74	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.75	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.76	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.77	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.78	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.79	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.8	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.81	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.82	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.83	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.84	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.85	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.86	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.87	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.88	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.89	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.9	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.91	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.92	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.93	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.94	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.95	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.96	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.97	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.98	560
# <s> 	 error of <s> 	 H 	 count
2.05714	1.16969	0.99	560
# <s> 	 error of <s> 	 H 	 count
2.97143	1.62982	1	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.01	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.02	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.03	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.04	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.05	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.06	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.07	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.08	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.09	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.1	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.11	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.12	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.13	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.14	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.15	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.16	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.17	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.18	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.19	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.2	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.21	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.22	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.23	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.24	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.25	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.26	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.27	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.28	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.29	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.3	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.31	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.32	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.33	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.34	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.35	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.36	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.37	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.38	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.39	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.4	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.41	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.42	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.43	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.44	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.45	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.46	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.47	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.48	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.49	560
# <s> 	 error of <s> 	 H 	 count
2.02857	0.844671	1.5	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.51	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.52	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.53	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.54	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.55	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.56	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.57	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.58	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.59	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.6	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.61	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.62	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.63	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.64	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.65	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.66	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.67	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.68	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.69	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.7	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.71	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.72	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.73	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.74	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.75	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.76	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.77	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.78	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.79	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.8	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.81	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.82	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.83	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.84	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.85	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.86	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.87	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.88	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.89	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.9	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.91	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.92	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.93	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.94	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.95	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.96	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.97	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.98	560
# <s> 	 error of <s> 	 H 	 count
1.91429	0.906214	1.99	560
# <s> 	 error of <s> 	 H 	 count
3.22857	2.30634	2	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.01	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.02	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.03	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.04	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.05	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.06	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.07	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.08	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.09	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.1	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.11	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.12	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.13	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.14	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.15	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.16	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.17	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.18	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.19	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.2	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.21	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.22	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.23	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.24	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.25	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.26	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.27	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.28	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.29	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.3	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.31	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.32	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.33	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.34	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.35	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.36	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.37	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.38	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.39	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.4	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.41	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.42	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.43	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.44	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.45	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.46	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.47	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.48	560
# <s> 	 error of <s> 	 H 	 count
1.88571	0.666395	2.49	560
# <s> 	 error of <s> 	 H 	 count
1.94286	0.714857	2.5	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.51	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.52	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.53	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.54	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.55	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.56	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.57	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.58	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.59	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.6	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.61	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.62	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.63	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.64	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.65	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.66	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.67	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.68	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.69	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.7	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.71	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.72	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.73	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.74	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.75	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.76	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.77	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.78	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.79	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.8	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.81	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.82	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.83	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.84	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.85	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.86	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.87	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.88	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.89	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.9	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.91	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.92	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.93	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.94	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.95	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.96	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.97	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.98	560
# <s> 	 error of <s> 	 H 	 count
1.82857	0.696346	2.99	560
# <s> 	 error of <s> 	 H 	 count
4	3.01425	3	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.01	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.02	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.03	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.04	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.05	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.06	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.07	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.08	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.09	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.1	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.11	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.12	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.13	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.14	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.15	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.16	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.17	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.18	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.19	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.2	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.21	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.22	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.23	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.24	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.25	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.26	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.27	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.28	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.29	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.3	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.31	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.32	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.33	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.34	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.35	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.36	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.37	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.38	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.39	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.4	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.41	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.42	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.43	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.44	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.45	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.46	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.47	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.48	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.49	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.5	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.51	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.52	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.53	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.54	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.55	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.56	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.57	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.58	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.59	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.6	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.61	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.62	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.63	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.64	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.65	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.66	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.67	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.68	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.69	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.7	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.71	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.72	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.73	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.74	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.75	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.76	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.77	560
# <s> 	 error of <s> 	 H 	 count
1.6	0.834951	3.78	560
# <s> 	 error of <s> 	 H 	 count
