# <s> 	 error of <s> 	 H 	 count
4.28571	1.97949	0	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.75	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.76	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.77	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.78	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.79	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.8	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.81	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.82	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.83	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.84	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.85	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.86	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.87	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.88	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.89	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.9	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.91	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.92	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.93	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.94	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.95	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.96	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.97	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.98	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	0.99	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.01	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.02	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.03	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.04	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.05	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.06	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.07	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.08	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.09	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.1	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.11	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.12	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.13	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.14	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.15	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.16	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.17	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.18	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.19	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.2	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.21	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.22	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.23	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.24	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.25	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.26	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.27	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.28	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.29	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.3	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.31	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.32	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.33	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.34	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.35	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.36	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.37	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.38	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.39	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.4	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.41	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.42	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.43	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.44	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.45	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.46	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.47	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.48	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.49	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.5	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.51	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.52	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.53	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.54	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.55	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.56	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.57	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.58	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.59	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.6	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.61	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.62	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.63	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.64	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.65	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.66	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.67	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.68	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.69	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.7	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.71	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.72	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.73	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.74	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.75	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.76	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.77	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.78	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.79	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.8	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.81	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.82	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.83	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.84	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.85	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.86	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.87	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.88	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.89	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.9	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.91	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.92	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.93	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.94	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.95	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.96	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.97	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.98	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	1.99	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.01	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.02	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.03	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.04	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.05	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.06	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.07	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.08	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.09	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.1	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.11	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.12	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.13	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.14	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.15	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.16	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.17	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.18	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.19	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.2	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.21	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.22	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.23	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.24	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.25	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.26	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.27	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.28	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.29	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.3	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.31	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.32	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.33	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.34	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.35	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.36	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.37	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.38	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.39	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.4	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.41	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.42	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.43	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.44	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.45	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.46	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.47	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.48	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.49	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.5	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.51	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.52	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.53	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.54	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.55	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.56	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.57	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.58	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.59	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.6	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.61	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.62	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.63	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.64	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.65	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.66	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.67	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.68	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.69	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.7	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.71	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.72	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.73	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.74	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.75	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.76	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.77	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.78	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.79	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.8	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.81	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.82	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.83	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.84	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.85	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.86	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.87	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.88	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.89	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.9	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.91	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.92	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.93	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.94	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.95	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.96	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.97	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.98	560
# <s> 	 error of <s> 	 H 	 count
1.32857	0.499183	2.99	560
# <s> 	 error of <s> 	 H 	 count
2.03571	0.944236	3	560
# <s> 	 error of <s> 	 H 	 count
2.03571	0.944236	3.01	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.02	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.03	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.04	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.05	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.06	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.07	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.08	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.09	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.1	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.11	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.12	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.13	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.14	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.15	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.16	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.17	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.18	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.19	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.2	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.21	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.22	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.23	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.24	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.25	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.26	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.27	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.28	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.29	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.3	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.31	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.32	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.33	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.34	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.35	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.36	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.37	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.38	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.39	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.4	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.41	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.42	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.43	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.44	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.45	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.46	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.47	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.48	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.49	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.5	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.51	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.52	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.53	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.54	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.55	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.56	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.57	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.58	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.59	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.6	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.61	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.62	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.63	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.64	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.65	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.66	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.67	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.68	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.69	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.7	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.71	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.72	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.73	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.74	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.75	560
# <s> 	 error of <s> 	 H 	 count
1.07143	0.308055	3.76	560
# <s> 	 error of <s> 	 H 	 count
