# <s> 	 error of <s> 	 H 	 count
21.9441	15.6027	0	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.35	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.36	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.37	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.38	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.39	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.4	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.41	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.42	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.43	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.44	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.45	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.46	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.47	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.48	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.49	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.5	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.51	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.52	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.53	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.54	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.55	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.56	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.57	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.58	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.59	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.6	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.61	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.62	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.63	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.64	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.65	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.66	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.67	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.68	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.69	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.7	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.71	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.72	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.73	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.74	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.75	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.76	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.77	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.78	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.79	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.8	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.81	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.82	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.83	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.84	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.85	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.86	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.87	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.88	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.89	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.9	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.91	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.92	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.93	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.94	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.95	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.96	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.97	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.98	11440
# <s> 	 error of <s> 	 H 	 count
2.23706	1.41264	0.99	11440
# <s> 	 error of <s> 	 H 	 count
2.25385	1.49073	1	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.01	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.02	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.03	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.04	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.05	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.06	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.07	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.08	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.09	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.1	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.11	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.12	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.13	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.14	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.15	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.16	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.17	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.18	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.19	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.2	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.21	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.22	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.23	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.24	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.25	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.26	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.27	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.28	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.29	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.3	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.31	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.32	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.33	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.34	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.35	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.36	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.37	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.38	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.39	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.4	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.41	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.42	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.43	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.44	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.45	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.46	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.47	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.48	11440
# <s> 	 error of <s> 	 H 	 count
2.22448	1.38168	1.49	11440
# <s> 	 error of <s> 	 H 	 count
2.24755	1.39062	1.5	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.51	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.52	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.53	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.54	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.55	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.56	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.57	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.58	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.59	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.6	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.61	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.62	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.63	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.64	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.65	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.66	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.67	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.68	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.69	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.7	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.71	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.72	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.73	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.74	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.75	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.76	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.77	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.78	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.79	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.8	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.81	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.82	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.83	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.84	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.85	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.86	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.87	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.88	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.89	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.9	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.91	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.92	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.93	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.94	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.95	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.96	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.97	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.98	11440
# <s> 	 error of <s> 	 H 	 count
2.23077	1.37989	1.99	11440
# <s> 	 error of <s> 	 H 	 count
2.23392	1.39185	2	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.01	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.02	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.03	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.04	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.05	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.06	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.07	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.08	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.09	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.1	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.11	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.12	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.13	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.14	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.15	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.16	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.17	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.18	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.19	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.2	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.21	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.22	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.23	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.24	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.25	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.26	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.27	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.28	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.29	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.3	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.31	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.32	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.33	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.34	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.35	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.36	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.37	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.38	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.39	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.4	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.41	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.42	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.43	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.44	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.45	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.46	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.47	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.48	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.49	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.5	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.51	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.52	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.53	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.54	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.55	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.56	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.57	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.58	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.59	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.6	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.61	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.62	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.63	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.64	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.65	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.66	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.67	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.68	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.69	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.7	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.71	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.72	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.73	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.74	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.75	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.76	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.77	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.78	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.79	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.8	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.81	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.82	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.83	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.84	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.85	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.86	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.87	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.88	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.89	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.9	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.91	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.92	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.93	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.94	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.95	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.96	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.97	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.98	11440
# <s> 	 error of <s> 	 H 	 count
2.23287	1.3856	2.99	11440
# <s> 	 error of <s> 	 H 	 count
4.19126	3.90957	3	11440
# <s> 	 error of <s> 	 H 	 count
4.19126	3.90957	3.01	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.02	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.03	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.04	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.05	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.06	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.07	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.08	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.09	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.1	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.11	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.12	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.13	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.14	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.15	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.16	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.17	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.18	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.19	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.2	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.21	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.22	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.23	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.24	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.25	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.26	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.27	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.28	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.29	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.3	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.31	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.32	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.33	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.34	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.35	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.36	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.37	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.38	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.39	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.4	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.41	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.42	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.43	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.44	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.45	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.46	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.47	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.48	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.49	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.5	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.51	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.52	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.53	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.54	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.55	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.56	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.57	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.58	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.59	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.6	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.61	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.62	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.63	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.64	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.65	11440
# <s> 	 error of <s> 	 H 	 count
2.26958	1.26092	3.66	11440
# <s> 	 error of <s> 	 H 	 count
