# <s> 	 error of <s> 	 H 	 count
104.914	67.7817	0	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.14	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.15	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.16	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.17	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.18	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.19	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.2	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.21	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.22	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.23	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.24	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.25	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.26	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.27	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.28	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.29	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.3	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.31	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.32	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.33	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.34	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.35	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.36	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.37	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.38	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.39	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.4	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.41	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.42	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.43	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.44	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.45	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.46	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.47	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.48	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.49	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.5	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.51	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.52	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.53	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.54	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.55	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.56	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.57	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.58	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.59	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.6	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.61	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.62	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.63	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.64	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.65	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.66	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.67	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.68	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.69	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.7	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.71	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.72	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.73	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.74	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.75	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.76	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.77	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.78	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.79	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.8	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.81	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.82	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.83	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.84	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.85	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.86	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.87	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.88	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.89	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.9	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.91	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.92	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.93	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.94	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.95	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.96	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.97	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.98	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	1.99	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.01	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.02	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.03	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.04	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.05	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.06	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.07	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.08	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.09	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.1	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.11	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.12	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.13	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.14	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.15	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.16	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.17	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.18	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.19	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.2	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.21	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.22	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.23	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.24	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.25	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.26	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.27	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.28	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.29	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.3	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.31	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.32	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.33	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.34	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.35	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.36	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.37	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.38	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.39	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.4	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.41	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.42	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.43	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.44	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.45	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.46	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.47	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.48	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.49	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.5	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.51	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.52	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.53	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.54	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.55	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.56	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.57	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.58	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.59	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.6	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.61	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.62	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.63	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.64	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.65	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.66	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.67	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.68	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.69	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.7	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.71	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.72	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.73	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.74	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.75	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.76	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.77	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.78	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.79	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.8	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.81	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.82	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.83	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.84	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.85	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.86	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.87	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.88	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.89	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.9	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.91	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.92	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.93	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.94	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.95	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.96	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.97	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.98	560
# <s> 	 error of <s> 	 H 	 count
6.21429	2.78462	2.99	560
# <s> 	 error of <s> 	 H 	 count
11.4857	7.33337	3	560
# <s> 	 error of <s> 	 H 	 count
11.4857	7.33337	3.01	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.02	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.03	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.04	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.05	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.06	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.07	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.08	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.09	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.1	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.11	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.12	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.13	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.14	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.15	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.16	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.17	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.18	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.19	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.2	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.21	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.22	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.23	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.24	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.25	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.26	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.27	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.28	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.29	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.3	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.31	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.32	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.33	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.34	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.35	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.36	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.37	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.38	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.39	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.4	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.41	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.42	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.43	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.44	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.45	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.46	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.47	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.48	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.49	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.5	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.51	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.52	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.53	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.54	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.55	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.56	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.57	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.58	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.59	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.6	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.61	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.62	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.63	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.64	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.65	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.66	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.67	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.68	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.69	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.7	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.71	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.72	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.73	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.74	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.75	560
# <s> 	 error of <s> 	 H 	 count
6.85714	3.01324	3.76	560
# <s> 	 error of <s> 	 H 	 count
