# <s> 	 error of <s> 	 H 	 count
16.1253	13.8678	0	43758
2.98601	2.15664	0.26	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.27	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.28	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.29	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.3	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.31	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.32	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.33	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.34	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.35	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.36	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.37	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.38	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.39	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.4	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.41	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.42	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.43	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.44	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.45	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.46	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.47	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.48	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.49	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.5	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.51	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.52	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.53	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.54	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.55	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.56	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.57	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.58	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.59	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.6	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.61	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.62	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.63	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.64	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.65	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.66	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.67	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.68	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.69	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.7	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.71	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.72	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.73	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.74	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.75	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.76	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.77	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.78	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.79	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.8	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.81	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.82	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.83	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.84	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.85	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.86	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.87	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.88	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.89	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.9	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.91	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.92	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.93	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.94	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.95	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.96	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.97	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.98	43758
# <s> 	 error of <s> 	 H 	 count
2.98601	2.15664	0.99	43758
# <s> 	 error of <s> 	 H 	 count
6.33573	7.81737	1	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.01	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.02	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.03	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.04	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.05	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.06	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.07	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.08	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.09	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.1	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.11	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.12	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.13	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.14	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.15	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.16	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.17	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.18	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.19	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.2	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.21	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.22	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.23	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.24	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.25	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.26	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.27	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.28	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.29	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.3	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.31	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.32	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.33	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.34	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.35	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.36	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.37	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.38	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.39	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.4	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.41	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.42	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.43	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.44	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.45	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.46	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.47	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.48	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.49	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.5	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.51	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.52	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.53	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.54	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.55	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.56	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.57	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.58	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.59	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.6	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.61	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.62	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.63	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.64	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.65	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.66	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.67	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.68	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.69	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.7	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.71	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.72	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.73	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.74	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.75	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.76	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.77	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.78	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.79	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.8	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.81	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.82	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.83	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.84	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.85	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.86	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.87	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.88	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.89	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.9	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.91	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.92	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.93	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.94	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.95	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.96	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.97	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.98	43758
# <s> 	 error of <s> 	 H 	 count
1.87118	1.11048	1.99	43758
# <s> 	 error of <s> 	 H 	 count
5.44097	4.38335	2	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.01	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.02	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.03	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.04	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.05	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.06	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.07	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.08	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.09	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.1	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.11	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.12	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.13	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.14	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.15	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.16	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.17	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.18	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.19	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.2	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.21	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.22	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.23	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.24	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.25	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.26	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.27	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.28	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.29	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.3	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.31	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.32	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.33	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.34	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.35	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.36	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.37	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.38	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.39	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.4	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.41	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.42	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.43	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.44	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.45	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.46	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.47	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.48	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.49	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.5	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.51	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.52	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.53	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.54	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.55	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.56	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.57	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.58	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.59	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.6	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.61	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.62	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.63	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.64	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.65	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.66	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.67	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.68	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.69	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.7	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.71	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.72	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.73	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.74	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.75	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.76	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.77	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.78	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.79	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.8	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.81	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.82	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.83	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.84	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.85	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.86	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.87	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.88	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.89	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.9	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.91	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.92	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.93	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.94	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.95	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.96	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.97	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.98	43758
# <s> 	 error of <s> 	 H 	 count
1.43357	0.685301	2.99	43758
# <s> 	 error of <s> 	 H 	 count
2.11381	1.45914	3	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.01	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.02	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.03	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.04	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.05	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.06	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.07	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.08	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.09	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.1	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.11	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.12	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.13	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.14	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.15	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.16	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.17	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.18	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.19	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.2	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.21	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.22	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.23	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.24	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.25	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.26	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.27	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.28	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.29	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.3	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.31	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.32	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.33	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.34	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.35	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.36	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.37	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.38	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.39	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.4	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.41	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.42	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.43	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.44	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.45	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.46	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.47	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.48	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.49	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.5	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.51	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.52	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.53	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.54	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.55	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.56	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.57	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.58	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.59	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.6	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.61	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.62	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.63	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.64	43758
# <s> 	 error of <s> 	 H 	 count
