# <s> 	 error of <s> 	 H 	 count
33.5897	33.9758	0	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.87	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.88	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.89	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.9	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.91	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.92	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.93	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.94	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.95	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.96	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.97	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.98	31824
# <s> 	 error of <s> 	 H 	 count
4.66252	3.61693	0.99	31824
# <s> 	 error of <s> 	 H 	 count
9.57221	11.4579	1	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.01	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.02	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.03	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.04	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.05	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.06	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.07	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.08	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.09	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.1	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.11	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.12	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.13	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.14	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.15	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.16	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.17	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.18	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.19	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.2	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.21	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.22	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.23	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.24	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.25	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.26	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.27	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.28	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.29	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.3	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.31	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.32	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.33	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.34	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.35	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.36	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.37	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.38	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.39	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.4	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.41	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.42	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.43	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.44	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.45	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.46	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.47	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.48	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.49	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.5	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.51	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.52	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.53	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.54	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.55	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.56	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.57	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.58	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.59	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.6	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.61	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.62	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.63	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.64	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.65	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.66	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.67	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.68	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.69	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.7	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.71	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.72	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.73	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.74	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.75	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.76	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.77	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.78	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.79	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.8	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.81	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.82	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.83	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.84	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.85	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.86	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.87	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.88	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.89	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.9	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.91	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.92	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.93	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.94	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.95	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.96	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.97	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.98	31824
# <s> 	 error of <s> 	 H 	 count
3.63216	2.34679	1.99	31824
# <s> 	 error of <s> 	 H 	 count
18.0117	16.6785	2	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.01	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.02	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.03	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.04	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.05	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.06	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.07	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.08	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.09	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.1	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.11	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.12	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.13	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.14	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.15	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.16	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.17	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.18	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.19	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.2	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.21	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.22	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.23	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.24	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.25	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.26	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.27	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.28	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.29	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.3	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.31	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.32	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.33	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.34	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.35	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.36	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.37	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.38	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.39	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.4	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.41	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.42	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.43	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.44	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.45	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.46	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.47	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.48	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.49	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.5	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.51	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.52	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.53	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.54	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.55	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.56	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.57	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.58	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.59	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.6	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.61	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.62	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.63	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.64	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.65	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.66	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.67	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.68	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.69	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.7	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.71	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.72	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.73	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.74	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.75	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.76	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.77	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.78	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.79	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.8	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.81	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.82	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.83	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.84	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.85	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.86	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.87	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.88	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.89	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.9	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.91	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.92	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.93	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.94	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.95	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.96	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.97	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.98	31824
# <s> 	 error of <s> 	 H 	 count
2.92911	2.04453	2.99	31824
# <s> 	 error of <s> 	 H 	 count
5.67986	5.96654	3	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.01	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.02	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.03	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.04	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.05	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.06	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.07	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.08	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.09	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.1	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.11	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.12	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.13	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.14	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.15	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.16	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.17	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.18	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.19	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.2	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.21	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.22	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.23	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.24	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.25	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.26	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.27	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.28	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.29	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.3	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.31	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.32	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.33	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.34	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.35	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.36	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.37	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.38	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.39	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.4	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.41	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.42	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.43	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.44	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.45	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.46	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.47	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.48	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.49	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.5	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.51	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.52	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.53	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.54	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.55	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.56	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.57	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.58	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.59	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.6	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.61	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.62	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.63	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.64	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.65	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.66	31824
# <s> 	 error of <s> 	 H 	 count
