# <s> 	 error of <s> 	 H 	 count
33.5897	33.9758	0	31824
1.21908	0.470356	3.67	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.68	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.69	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.7	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.71	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.72	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.73	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.74	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.75	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.76	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.77	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.78	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.79	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.8	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.81	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.82	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.83	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.84	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.85	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.86	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.87	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.88	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.89	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.9	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.91	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.92	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.93	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.94	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.95	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.96	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.97	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.98	31824
# <s> 	 error of <s> 	 H 	 count
1.21908	0.470356	3.99	31824
# <s> 	 error of <s> 	 H 	 count
2.08503	1.36983	4	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.01	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.02	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.03	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.04	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.05	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.06	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.07	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.08	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.09	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.1	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.11	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.12	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.13	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.14	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.15	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.16	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.17	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.18	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.19	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.2	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.21	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.22	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.23	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.24	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.25	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.26	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.27	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.28	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.29	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.3	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.31	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.32	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.33	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.34	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.35	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.36	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.37	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.38	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.39	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.4	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.41	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.42	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.43	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.44	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.45	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.46	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.47	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.48	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.49	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.5	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.51	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.52	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.53	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.54	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.55	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.56	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.57	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.58	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.59	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.6	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.61	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.62	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.63	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.64	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.65	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.66	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.67	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.68	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.69	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.7	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.71	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.72	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.73	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.74	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.75	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.76	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.77	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.78	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.79	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.8	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.81	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.82	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.83	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.84	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.85	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.86	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.87	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.88	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.89	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.9	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.91	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.92	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.93	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.94	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.95	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.96	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.97	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.98	31824
# <s> 	 error of <s> 	 H 	 count
1	0	4.99	31824
# <s> 	 error of <s> 	 H 	 count
1	0	5	31824
